username_length,full_name_length,followers,following,posts,bio_length,has_external_url,has_profile_pic,is_private,is_verified,engagement_rate,label,follower_following_ratio,posts_per_follower
19,7,8,4308,10,24,0,0,0,0,0.0008652634725757591,1,0.0018565792527268509,1.1111111111111112
11,19,24735,683,6,83,0,1,1,0,0.08302091075647641,0,36.16228070175438,0.0002425614489003881
12,6,39629,986,160,114,0,1,1,0,0.03323802038916399,0,40.15096251266464,0.0040373454453696694
19,9,121,5339,8,16,0,1,0,0,0.012784408937670718,1,0.022659176029962546,0.06557377049180328
11,29,46564,510,46,136,1,1,1,0,0.06842678225654084,0,91.12328767123287,0.000987866423279287
20,12,35892,517,223,97,0,1,1,1,0.01752908804219583,0,69.2895752895753,0.006212910595380715
15,9,164,1478,17,3,0,1,0,0,0.006865968105268969,1,0.11088573360378634,0.10303030303030303
22,4,138,2421,15,0,0,0,0,0,0.00819114901745219,1,0.05697770437654831,0.1079136690647482
17,5,4284,1298,497,37,1,1,0,0,0.02562020006848378,0,3.2979214780600463,0.11598599766627771
10,13,47161,917,419,42,1,1,0,0,0.0427711113743317,0,51.37363834422658,0.00888427123531657
21,27,18728,1836,397,147,1,1,0,0,0.0875548919008088,0,10.194882961350027,0.021197074056276362
15,2,281,3865,18,6,0,0,0,0,0.010805101171478995,1,0.0726849456802897,0.06382978723404255
24,8,69,755,18,1,0,1,0,0,0.011815670465092796,1,0.09126984126984126,0.2571428571428571
29,2,17,5463,15,11,0,1,1,0,0.009816697118939666,1,0.0031112737920937043,0.8333333333333334
16,4,270,1830,9,15,0,1,0,0,0.014977915990735736,1,0.1474604041507373,0.033210332103321034
26,1,202,4929,3,16,0,1,0,0,0.003697783911770056,1,0.040973630831643,0.014778325123152709
25,8,256,2448,6,21,0,0,1,0,0.018654335280171682,1,0.10453246222948143,0.023346303501945526
29,0,74,6761,5,4,0,1,0,0,0.0031400482271534583,1,0.010943507837917775,0.06666666666666667
17,2,208,4000,6,25,0,1,0,0,0.0008033393386197107,1,0.0519870032491877,0.028708133971291867
20,5,29042,1560,97,86,1,1,1,0,0.03825010823862176,0,18.60474055092889,0.0033398753572289365
26,4,270,7179,17,7,0,0,0,0,0.010514244040231682,1,0.037604456824512536,0.06273062730627306
19,21,44489,1217,214,89,1,1,0,0,0.11162178800657005,0,36.526272577996714,0.004810069678579456
22,3,78,2542,3,1,0,0,0,0,0.0014555700508800907,1,0.03067243413291388,0.0379746835443038
5,16,12406,899,300,64,0,1,0,0,0.07393882422612222,0,13.784444444444444,0.024179898444426532
16,8,79,5985,9,17,0,0,0,0,0.011183238631067351,1,0.013197460741730706,0.1125
23,4,166,2174,10,20,1,1,1,0,0.013492688879103789,1,0.07632183908045977,0.059880239520958084
20,25,4056,1278,153,40,0,1,0,0,0.10586962154013534,0,3.171227521501173,0.03771259551392655
17,21,4369,392,169,41,0,1,0,0,0.11402217819202926,0,11.117048346055979,0.03867276887871854
12,8,46823,1921,101,118,1,1,1,0,0.09410122957841334,0,24.361602497398543,0.0021570134973517853
26,9,226,6771,11,27,0,0,0,0,0.006709934406618568,1,0.033372711163614885,0.048458149779735685
18,1,199,1206,0,8,1,1,0,0,0.019558766250919166,1,0.16487158243579123,0.0
24,7,209,695,4,11,1,0,0,0,0.010024869340470342,1,0.30028735632183906,0.01904761904761905
26,7,282,2391,5,14,0,1,0,0,0.004364344710658647,1,0.11789297658862877,0.0176678445229682
29,8,179,5161,12,17,0,1,0,0,0.00636674628861744,1,0.03467648198372724,0.06666666666666667
6,27,49472,236,190,116,1,1,1,0,0.03704763451207155,0,208.74261603375527,0.00384047864491743
18,7,279,893,16,28,0,0,1,0,0.010049275187614627,1,0.31208053691275167,0.05714285714285714
20,1,280,2460,11,3,0,1,0,0,0.007062931853217181,1,0.11377488825680618,0.03914590747330961
13,32,38912,1178,86,92,1,1,0,0,0.03613649466813286,0,33.004240882103474,0.00221005833526071
14,8,25147,1736,411,111,0,1,1,0,0.02309781008079711,0,14.477259643062752,0.016343247972005728
25,0,142,6189,8,10,0,0,0,0,0.013982961283020337,1,0.02294022617124394,0.055944055944055944
15,30,9999,931,208,24,1,1,1,0,0.010193950014709605,0,10.728540772532188,0.0208
21,7,208,2047,16,15,1,1,0,0,0.0005187671249737757,1,0.1015625,0.07655502392344497
11,26,13928,587,185,123,1,1,0,0,0.07020220407816799,0,23.687074829931973,0.013281642616124632
16,3,132,1125,4,28,1,0,0,0,0.018954882761363576,1,0.1172291296625222,0.03007518796992481
28,9,105,5294,14,0,0,1,1,0,0.0034120010661312784,1,0.019830028328611898,0.1320754716981132
29,0,286,4990,3,29,0,1,1,0,0.010667785679408218,1,0.05730314566219195,0.010452961672473868
26,4,31,5956,19,24,0,1,1,0,0.013870813746075336,1,0.005203961725700856,0.59375
12,31,1680,195,378,120,1,1,0,0,0.014269317912953172,0,8.571428571428571,0.2248661511005354
13,17,41499,1115,444,27,0,1,0,0,0.06361522956793192,0,37.185483870967744,0.010698795180722892
6,23,14164,656,162,71,0,1,1,0,0.07636230491535309,0,21.558599695585997,0.011436639604659371
28,1,188,1676,13,20,0,0,0,0,0.00992921421846771,1,0.11210494931425163,0.06878306878306878
16,6,87,5159,0,27,0,1,1,0,0.008347385639159335,1,0.01686046511627907,0.0
27,1,59,2206,0,16,0,0,0,0,0.017532154709237177,1,0.026733121884911646,0.0
17,9,250,1653,8,4,1,1,0,0,0.01714797728666558,1,0.15114873035066506,0.03187250996015936
9,18,3489,64,455,52,0,0,0,0,0.07346019986882171,0,53.676923076923075,0.1303724928366762
16,8,28480,1142,470,22,0,1,1,0,0.03586857565178553,0,24.916885389326335,0.01650222955654647
5,24,41308,1592,33,86,1,1,1,1,0.06701638657108146,0,25.93094789704959,0.0007988573918516546
15,9,27593,1264,93,95,1,1,1,0,0.022860492939315052,0,21.812648221343874,0.003370297890845836
27,5,79,6969,6,26,0,0,1,0,0.0046757220728481435,1,0.01133428981348637,0.075
7,30,49393,1201,248,63,0,1,1,0,0.06755838529710295,0,41.09234608985025,0.005020852735150018
21,6,219,5047,16,17,0,1,0,0,1.1073351475987536e-07,1,0.04338351822503962,0.07272727272727272
7,25,32180,1250,304,120,0,1,1,0,0.08755233854465447,0,25.723421262989607,0.009446567850595071
9,22,2940,1719,106,132,0,1,0,0,0.08482341948607708,0,1.7093023255813953,0.03604216252975179
19,21,13283,1170,30,33,1,1,1,0,0.020633124388223817,0,11.34329632792485,0.002258355916892502
9,23,19742,51,44,98,0,1,1,0,0.053766555742304475,0,379.65384615384613,0.002228637998277871
27,9,297,4230,8,21,1,0,0,0,0.017290159561102792,1,0.07019617111793902,0.026845637583892617
19,19,37875,1576,351,45,1,1,1,0,0.026534270639453926,0,24.01712111604312,0.009267082057239412
17,13,31505,1581,380,22,1,1,0,0,0.018297637656384515,0,19.914664981036662,0.012061194693074335
26,8,224,1941,7,10,0,0,1,0,0.019696293256152363,1,0.11534500514933059,0.03111111111111111
9,17,28214,955,54,12,0,1,0,0,0.07113758652587276,0,29.51255230125523,0.0019138755980861245
13,32,33537,523,189,92,1,1,1,0,0.11937295971844425,0,64.00190839694656,0.0056353986522750315
8,10,6878,523,407,79,0,1,1,0,0.049476611684128174,0,13.125954198473282,0.05916557639191743
7,19,42978,843,181,98,1,1,0,0,0.10197483556566146,0,50.9218009478673,0.004211359035808185
15,3,181,4674,3,4,0,0,1,0,0.01977089038472996,1,0.038716577540106954,0.016483516483516484
27,1,111,3793,3,4,1,0,0,0,0.011192660485734631,1,0.029256721138639957,0.026785714285714284
17,17,12303,1624,341,112,1,1,1,0,0.03665522545077975,0,7.571076923076923,0.027714564369310794
13,23,32646,1225,70,73,0,1,1,0,0.041939700408901485,0,26.628058727569332,0.002144148007473887
25,2,268,6200,2,18,0,1,0,0,0.017129553876868476,1,0.04321883567166586,0.007434944237918215
17,21,1516,1059,306,79,0,1,0,0,0.05618137024019423,0,1.430188679245283,0.2017139090309822
20,30,28734,370,363,120,1,1,0,0,0.015794047182599597,0,77.45013477088949,0.012632677918914216
8,5,29895,333,297,123,0,1,0,0,0.01783647867668589,0,89.5059880239521,0.009934439389884935
16,27,15045,1575,136,108,1,1,1,0,0.1170094147617236,0,9.546319796954315,0.009038947228499268
14,10,25077,1112,215,125,0,1,0,0,0.09680987176832465,0,22.53099730458221,0.008573251455458968
13,34,24081,837,25,38,0,1,0,0,0.09665486280974253,0,28.736276849642003,0.0010381197574952246
22,5,127,4714,8,29,0,0,0,0,0.011884642504824882,1,0.026935312831389183,0.0625
27,1,27,1148,15,18,1,0,0,0,0.010971752290991978,1,0.02349869451697128,0.5357142857142857
16,2,60,3235,16,7,0,0,0,0,0.01425423864250553,1,0.018541409147095178,0.26229508196721313
11,18,16817,357,315,82,1,0,1,0,0.05815539421641777,0,46.97486033519553,0.01872993221548341
16,23,30494,1834,341,147,0,1,1,0,0.11191292107825432,0,16.617983651226158,0.01118216101000164
5,13,7660,1209,110,86,0,1,1,0,0.03616027120041411,0,6.330578512396694,0.014358438846103641
28,6,76,4750,1,4,0,0,0,0,0.018637422224309988,1,0.01599663228793938,0.012987012987012988
28,2,254,6180,13,25,0,0,0,0,0.006589271119198728,1,0.04109367416275683,0.050980392156862744
28,1,190,2780,14,12,1,1,0,0,0.0005136191284719315,1,0.06832074793239842,0.07329842931937172
22,9,248,5809,19,25,1,0,0,0,0.015795849767719475,1,0.04268502581755594,0.07630522088353414
8,10,4819,1632,450,107,1,1,1,0,0.01618969386361816,0,2.9510104102878136,0.09336099585062241
22,8,169,3626,4,28,0,1,0,0,0.017274328292263073,1,0.04659498207885305,0.023529411764705882
26,8,153,924,16,13,0,0,1,0,0.009662885985374426,1,0.1654054054054054,0.1038961038961039
12,30,37892,875,12,70,0,0,1,0,0.025059154626713202,0,43.25570776255708,0.00031668118122080597
21,31,35229,1420,388,97,1,1,1,0,0.02908081979262942,0,24.791695988740322,0.011013340902639796
12,21,14282,718,414,19,0,1,1,0,0.09322706587117911,0,19.863699582753824,0.028985507246376812
11,9,32004,81,13,89,0,1,1,0,0.06400176033849639,0,390.2926829268293,0.0004061865333541634
6,27,25970,1911,438,82,1,1,0,1,0.022990643266334626,0,13.582635983263598,0.016864964768395517
11,31,25632,354,465,130,0,1,0,0,0.06165101853928863,0,72.20281690140845,0.018140678032224085
23,5,130,935,14,2,0,0,0,0,0.011806713173563847,1,0.1388888888888889,0.10687022900763359
17,32,66,1124,113,95,1,1,0,0,0.026806600100781383,0,0.058666666666666666,1.6865671641791045
20,9,54,4157,17,14,0,1,0,0,0.0014109400873706269,1,0.012987012987012988,0.3090909090909091
17,0,16,2623,17,29,1,1,0,0,0.002504518024064133,1,0.006097560975609756,1.0
25,1,108,3279,2,3,0,1,0,0,0.002165089929026374,1,0.032926829268292684,0.01834862385321101
28,2,188,3740,13,20,1,1,0,0,0.0014725501798858276,1,0.05025394279604384,0.06878306878306878
28,3,227,4760,12,20,1,0,1,0,0.01335598941779301,1,0.04767905902121403,0.05263157894736842
19,6,151,3722,7,23,0,1,0,0,0.008198376897341795,1,0.040558689229116304,0.046052631578947366
21,12,11047,869,208,83,0,1,0,0,0.03949614040623535,0,12.697701149425287,0.01882693700217234
12,8,29349,320,5,78,1,1,1,0,0.07607457152507256,0,91.42990654205607,0.00017035775127768313
13,5,20193,1900,41,103,0,1,0,0,0.018277281944572617,0,10.622304050499737,0.002030306031494503
6,6,370,947,245,114,1,1,1,0,0.029069711371912707,0,0.39029535864978904,0.660377358490566
15,3,155,6547,5,13,0,1,0,0,0.013839622502870352,1,0.023671350030543676,0.03205128205128205
16,5,56,4787,2,23,0,1,0,0,0.011169292848729459,1,0.011695906432748537,0.03508771929824561
16,1,15,3265,17,17,0,1,0,0,0.014563806019615844,1,0.004592774035517453,1.0625
20,4,109,6227,2,16,0,1,0,0,0.019358948043325577,1,0.01750160565189467,0.01818181818181818
22,9,125,5360,5,8,0,0,0,0,0.016882164199743314,1,0.02331654542063048,0.03968253968253968
21,23,38649,1117,377,97,0,1,0,0,0.05207035617997428,0,34.56976744186046,0.009754204398447607
19,7,109,7215,14,9,0,0,0,0,0.0021127835685564333,1,0.015105321507760533,0.12727272727272726
6,25,13056,1005,107,63,1,1,0,0,0.05344564703713837,0,12.978131212723659,0.00819483801792142
8,11,23305,293,296,98,0,1,0,0,0.08121863339978233,0,79.2687074829932,0.012700592122200292
19,19,42838,1329,311,92,1,1,1,0,0.034577004842463614,0,32.20902255639098,0.00725973995658162
9,24,42954,111,38,97,0,1,0,0,0.10296085200316206,0,383.51785714285717,0.0008846467233150972
29,8,0,5944,2,2,1,0,0,0,0.006623184923069538,1,0.0,2.0
19,30,7747,639,490,64,1,1,0,0,0.013224936965666458,0,12.1046875,0.06324212700051626
20,24,23563,1408,168,23,1,1,0,0,0.024812481928660375,0,16.72320794889993,0.007129519606178917
17,2,174,4631,5,18,1,0,0,0,0.01710704478010133,1,0.03756476683937824,0.02857142857142857
21,16,25914,1089,332,74,0,1,0,0,0.01850522691394061,0,23.774311926605506,0.012811113254871696
14,10,1101,648,286,144,1,0,1,0,0.030027426273171856,0,1.6964560862865947,0.2595281306715064
20,1,296,1660,18,10,1,0,0,0,0.010291835187514753,1,0.1782059000602047,0.06060606060606061
21,34,24754,1205,496,97,1,1,1,0,0.11857973916695938,0,20.5257048092869,0.02003635629165825
21,6,48605,62,106,82,1,1,1,0,0.1139399555424905,0,771.5079365079365,0.002180800724190429
26,0,66,6202,6,18,1,1,0,0,0.015320161276081544,1,0.01064001289698533,0.08955223880597014
13,11,27568,1362,272,138,1,1,0,0,0.07081563328783484,0,20.22597212032282,0.009866154013565961
17,2,164,6899,18,2,1,0,0,0,0.018452024873069576,1,0.023768115942028985,0.10909090909090909
29,4,148,1917,19,6,0,0,0,0,0.010291258824323954,1,0.07716371220020855,0.12751677852348994
20,18,35110,587,373,65,0,1,1,0,0.027492764384306922,0,59.7108843537415,0.010623451340035886
9,27,46828,943,411,93,0,1,0,0,0.07594078433653226,0,49.605932203389834,0.0087766127826774
12,8,7669,1487,300,84,0,1,0,0,0.10346420799480685,0,5.153897849462366,0.03911342894393742
28,6,131,3056,17,27,0,0,0,0,0.011091355807380387,1,0.04285246974157671,0.12878787878787878
28,8,178,3096,2,12,0,0,0,0,0.011434843043849934,1,0.05747497578301582,0.0111731843575419
19,3,38,1608,8,29,1,1,0,0,0.008923015649885188,1,0.023617153511497825,0.20512820512820512
5,32,12049,1108,42,10,1,1,0,0,0.055747923453341466,0,10.864743011722272,0.0034854771784232365
25,6,247,7012,19,22,1,0,0,0,0.014048904888002317,1,0.03522030514758306,0.07661290322580645
9,32,44723,1786,395,118,0,1,0,0,0.10184275633790506,0,25.026860660324566,0.008831947053036401
10,23,20063,727,87,46,0,0,0,0,0.09945784730795225,0,27.559065934065934,0.004336124401913876
12,28,47064,913,343,140,1,1,1,0,0.06611081670422878,0,51.49234135667396,0.00728779347710613
9,30,47987,1988,68,42,1,1,0,0,0.029320821579275305,0,24.126194067370538,0.001417020921897141
22,2,203,1705,6,25,0,0,0,0,0.010161615484471587,1,0.11899179366940212,0.029411764705882353
6,26,33704,1412,125,34,1,1,1,0,0.013100245757962859,0,23.852795470629864,0.0037086485684616525
16,9,179,6762,14,4,1,1,0,0,0.01284416633689689,1,0.026467543989353838,0.07777777777777778
20,8,6,1774,17,27,0,1,0,0,0.0064085391359395725,1,0.0033802816901408453,2.4285714285714284
25,2,13,6589,9,14,0,0,0,0,0.007209702164165359,1,0.0019726858877086493,0.6428571428571429
21,30,1184,827,413,70,0,1,0,0,0.11076535438284078,0,1.429951690821256,0.34852320675105486
20,5,38,2993,9,14,1,0,0,0,0.004211321316972101,1,0.012692050768203072,0.23076923076923078
26,6,161,3619,16,0,0,1,1,0,0.0038509419553676926,1,0.044475138121546964,0.09876543209876543
5,13,36534,1592,20,129,1,1,0,0,0.07809974218011811,0,22.934086629001882,0.0005474202819214452
6,23,38002,797,179,41,0,1,0,1,0.05326854692200289,0,47.62155388471178,0.004710154461489882
26,4,138,3414,9,7,1,0,0,0,0.016086604791011674,1,0.0404099560761347,0.06474820143884892
9,25,41217,1839,208,32,0,1,0,0,0.05549785342843342,0,22.400543478260868,0.005046338978116357
22,8,42,6774,0,3,0,0,0,0,0.00967379462498421,1,0.0061992619926199265,0.0
14,20,26256,1352,175,40,1,1,0,0,0.07446065483380815,0,19.405764966740577,0.006664889362836577
26,7,226,5483,2,26,1,0,0,0,0.01987339691130331,1,0.0412107950401167,0.00881057268722467
23,3,48,7303,16,28,1,1,0,0,0.013455773878286687,1,0.0065717415115005475,0.32653061224489793
12,5,27266,1371,261,137,0,1,1,0,0.030175040997908582,0,19.873177842565596,0.009572010122125647
21,8,261,6396,15,26,0,0,0,0,0.002772051038073795,1,0.040800375175863685,0.05725190839694656
19,8,46,3059,9,6,0,0,0,0,0.008029559652179177,1,0.015032679738562092,0.19148936170212766
11,22,43668,1785,454,48,1,1,1,0,0.03157548787470984,0,24.4501679731243,0.010396391032540246
10,28,14733,1051,451,139,1,1,0,0,0.10125429184997743,0,14.004752851711027,0.03060947468440342
16,5,162,6583,15,20,1,0,0,0,0.008890756129849997,1,0.024605103280680437,0.09202453987730061
6,6,17703,465,467,148,0,1,0,0,0.05484381984688511,0,37.98927038626609,0.026378219611387258
15,27,43696,1299,427,143,1,1,1,1,0.08125896778241024,0,33.612307692307695,0.009771837883607571
23,1,211,3464,7,2,0,0,1,0,0.018772426976287716,1,0.0608946608946609,0.0330188679245283
5,19,22792,157,333,147,0,1,1,0,0.08028512298877953,0,144.25316455696202,0.014609748607028473
15,8,233,5758,0,28,1,1,0,0,0.010812779890261623,1,0.04045841291890953,0.0
25,7,10,3365,10,9,0,1,1,0,0.0072457855528405245,1,0.0029708853238265003,0.9090909090909091
27,9,227,2593,0,13,0,0,1,0,0.005076106741436768,1,0.08750963762528913,0.0
16,0,140,5953,17,12,1,1,1,0,0.012729306687489908,1,0.0235136042996305,0.12056737588652482
29,3,153,1726,7,19,1,1,1,0,0.003389155712980747,1,0.08859293572669369,0.045454545454545456
17,17,44789,238,477,60,0,1,0,0,0.11517822522770976,0,187.40167364016736,0.010649698593436036
26,2,203,5239,17,16,0,1,0,0,0.017751811250633437,1,0.038740458015267175,0.08333333333333333
21,24,2692,413,369,48,0,1,0,0,0.08716717548229962,0,6.502415458937198,0.1370219086520609
9,23,37303,951,283,89,1,1,1,0,0.03562060169779367,0,39.18382352941177,0.007586317821145185
15,31,13950,1781,304,132,0,1,1,0,0.041442195913032165,0,7.828282828282828,0.02179055264855566
16,12,35553,994,95,28,1,1,1,0,0.11395241092887626,0,35.731658291457286,0.0026719918996456096
17,3,93,2081,18,11,0,1,0,0,0.019857121877854596,1,0.0446685878962536,0.19148936170212766
14,13,22310,987,391,66,0,1,0,0,0.039246633392360765,0,22.58097165991903,0.017524987674241405
12,29,3899,221,256,113,0,1,0,0,0.09987884261858625,0,17.563063063063062,0.06564102564102564
10,6,19692,1773,48,122,1,1,0,0,0.04229733815712247,0,11.10033821871477,0.002437414309653176
18,7,205,5161,14,18,0,1,0,0,0.015316183229799135,1,0.03971328942270438,0.06796116504854369
27,9,172,6750,9,28,0,0,0,0,0.011867086517973602,1,0.025477707006369428,0.05202312138728324
15,9,208,3011,14,28,0,0,0,0,0.018922389399990355,1,0.06905710491367861,0.06698564593301436
11,23,20638,1367,458,127,0,1,1,1,0.05766672630774355,0,15.086257309941521,0.022190997625853966
15,5,244,1746,7,25,0,1,0,0,0.0045639612789041715,1,0.13966800228963938,0.02857142857142857
27,5,56,7079,12,12,0,1,0,0,0.004998188987001209,1,0.007909604519774011,0.21052631578947367
18,7,232,5693,5,9,0,0,0,0,0.0063398845288605956,1,0.040744643484369514,0.02145922746781116
23,2,50,4573,2,6,0,0,0,0,0.0015903060832882776,1,0.010931351114997814,0.0392156862745098
6,15,24536,1960,412,35,0,1,0,0,0.06274465201260856,0,12.511983681795003,0.01679096874108489
20,0,138,3266,17,9,0,1,0,0,0.01562869727196581,1,0.04224058769513315,0.1223021582733813
21,7,182,5670,10,17,0,0,0,0,0.01878925138646869,1,0.03209310527243872,0.0546448087431694
21,6,6561,1035,333,12,0,1,0,0,0.06071225434153981,0,6.333011583011583,0.05074672355989028
20,6,43,5827,5,9,1,1,0,0,0.012060364680887762,1,0.007378174330816747,0.11363636363636363
16,26,37175,796,396,127,0,1,1,0,0.06904930719630624,0,46.64366373902133,0.01065203357004519
23,6,196,6270,11,15,0,1,0,0,0.009658413956240062,1,0.03125498325625897,0.05583756345177665
16,0,145,851,5,22,0,1,0,0,0.01719234919201246,1,0.17018779342723006,0.03424657534246575
17,25,44814,1115,68,89,1,1,1,0,0.08550519697854432,0,40.155913978494624,0.0015173491018632154
19,7,37751,1256,375,29,0,1,0,0,0.07354360872564858,0,30.032617342879874,0.009933248569612207
16,3,14,1729,2,14,0,0,1,0,0.017217908974424597,1,0.008092485549132947,0.13333333333333333
27,5,4,1994,7,26,0,0,0,0,0.009690476681731978,1,0.0020050125313283208,1.4
26,0,242,832,1,5,1,1,0,0,0.01572394205938265,1,0.290516206482593,0.00411522633744856
5,26,2173,413,421,132,1,1,1,1,0.07694397576632096,0,5.248792270531401,0.1936522539098436
18,32,40510,277,445,88,1,1,0,0,0.010046544141616761,0,145.71942446043167,0.0109846708301449
16,0,72,3089,8,6,0,0,0,0,0.006581865323828098,1,0.02330097087378641,0.1095890410958904
18,8,156,2601,14,17,0,0,0,0,0.013292814242036741,1,0.05995388162951576,0.08917197452229299
10,23,18112,1958,222,32,0,1,1,0,0.018807002892624887,0,9.245533435426237,0.0122563904378071
15,9,5,1627,13,25,0,0,0,0,0.006924898038916807,1,0.003071253071253071,2.1666666666666665
11,15,7724,478,424,40,0,1,1,0,0.04323944045539233,0,16.12526096033403,0.05488673139158576
17,6,229,3659,15,17,0,1,0,0,0.010582373621059592,1,0.06256830601092896,0.06521739130434782
26,8,204,2525,9,8,0,0,0,0,0.004343797416517972,1,0.08076009501187649,0.04390243902439024
18,22,16713,406,265,111,0,1,1,0,0.023101844776765884,0,41.06388206388206,0.015854971879861193
19,1,141,2679,9,20,0,0,1,0,0.004262017443168829,1,0.052611940298507465,0.06338028169014084
24,3,213,1421,2,26,0,0,0,0,0.008344753145895563,1,0.14978902953586498,0.009345794392523364
27,9,25,2041,8,27,1,0,1,0,0.004101684493326092,1,0.012242899118511263,0.3076923076923077
24,2,240,6923,1,27,0,0,0,0,0.007837943319742455,1,0.03466204506065858,0.004149377593360996
22,4,168,4496,18,21,0,1,1,0,0.0012734266613157708,1,0.037358238825883926,0.10650887573964497
5,30,24585,595,376,27,0,1,1,0,0.06404418442639677,0,41.25,0.015293256324737655
29,0,176,7059,18,20,1,0,0,0,0.018352520901987662,1,0.024929178470254956,0.1016949152542373
19,7,41285,508,73,33,1,1,1,0,0.03505364434026171,0,81.11001964636542,0.0017681538536065493
21,1,65,1693,0,15,0,1,0,0,0.006247766809906308,1,0.03837072018890201,0.0
5,16,28966,1208,118,91,0,1,0,0,0.039613091102583785,0,23.958643507030605,0.004073600994234819
6,23,8130,210,339,118,0,1,0,0,0.011162355928119469,0,38.53080568720379,0.04169228877136884
29,3,106,5738,3,26,0,0,0,0,0.004359543599039546,1,0.01847011674507754,0.028037383177570093
27,1,110,3258,4,16,0,0,0,0,0.01107294657733946,1,0.033752684872660324,0.036036036036036036
15,6,145,3634,14,8,0,1,0,0,0.0142006673161026,1,0.039889958734525444,0.0958904109589041
15,31,37152,1897,442,68,1,1,0,0,0.09870583414206699,0,19.574288724973655,0.011896751271768095
21,9,207,5389,12,22,0,0,0,0,0.017941737120383095,1,0.03840445269016698,0.057692307692307696
16,12,44091,602,255,42,1,1,1,0,0.048750918877637904,0,73.11940298507463,0.005783362061144879
6,24,45209,234,111,40,0,1,1,0,0.1188247801860131,0,192.3787234042553,0.0024552090245520903
7,9,10687,1651,419,42,0,1,0,0,0.03092427745048447,0,6.469128329297821,0.039202844311377244
20,7,107,4419,3,2,0,0,1,0,0.014117643858256763,1,0.02420814479638009,0.027777777777777776
20,26,29216,1194,449,86,1,1,0,0,0.015399762494388965,0,24.448535564853557,0.015367765342095356
24,7,105,920,4,4,0,1,0,0,0.001717246430800623,1,0.11400651465798045,0.03773584905660377
7,14,11510,206,338,122,1,1,1,0,0.06810565559864543,0,55.60386473429951,0.029363217791677526
27,5,72,4723,8,19,0,0,0,0,0.00905439920981536,1,0.015241320914479255,0.1095890410958904
26,3,86,3353,7,15,0,1,0,0,0.009108981057779207,1,0.02564102564102564,0.08045977011494253
8,14,37633,1990,370,79,0,1,0,0,0.06173562081005775,0,18.901557006529384,0.009831535313811979
8,23,24779,1597,311,122,1,1,0,0,0.04810231887409086,0,15.506257822277847,0.01255044390637611
21,10,37820,1086,13,77,1,1,0,0,0.04642823296442378,0,34.79300827966881,0.00034372438592316436
11,14,9536,155,264,41,0,1,0,0,0.11579698223888463,0,61.12820512820513,0.02768166089965398
23,6,71,3702,0,5,0,0,0,0,0.00859187128440388,1,0.01917364299216851,0.0
26,0,155,2716,15,1,0,0,1,0,0.003415108679754213,1,0.057048214942951786,0.09615384615384616
21,7,283,4602,6,6,0,0,0,0,0.009912626838069602,1,0.06148164240712579,0.02112676056338028
12,25,46931,359,304,20,1,1,0,0,0.03301135843914826,0,130.36388888888888,0.006477456745930282
10,11,40349,1040,187,85,0,1,1,0,0.07873209130656346,0,38.75984630163305,0.004634448574969021
27,5,152,4301,14,25,0,1,0,0,0.003234770594650909,1,0.03533240353324035,0.0915032679738562
5,12,30841,1701,127,137,1,0,0,0,0.0866267026096893,0,18.12044653349001,0.004117761494066533
27,2,297,2298,14,12,1,0,0,0,0.004811759312850772,1,0.1291866028708134,0.04697986577181208
5,17,26550,1884,497,123,1,1,1,0,0.05390988414877802,0,14.084880636604774,0.01871869232797258
19,0,92,4810,10,4,0,0,1,0,0.019931081227867777,1,0.019122843483683226,0.10752688172043011
22,8,236,2697,10,9,1,0,0,0,0.011555635234239477,1,0.08747220163083766,0.04219409282700422
16,5,46,4011,6,22,0,0,0,0,0.0177698587311401,1,0.011465603190428714,0.1276595744680851
24,7,282,6759,4,26,1,0,0,0,0.0156436679062642,1,0.04171597633136095,0.014134275618374558
18,22,21331,1367,283,28,1,1,0,0,0.09248641000577557,0,15.592836257309942,0.013266454153384587
19,27,10858,1731,113,145,1,1,1,0,0.022087016670872116,0,6.26905311778291,0.010406114743530712
5,26,33819,1207,182,145,1,1,0,0,0.0947577807238393,0,27.995860927152318,0.005381431105854524
9,26,35236,1582,475,74,1,1,1,0,0.05957438797758151,0,22.259001895135818,0.013480148707324687
8,6,741,1299,310,80,1,1,1,0,0.011264171659689131,0,0.57,0.41778975741239893
9,28,44436,1210,496,103,0,0,0,0,0.016401754714331574,0,36.69364161849711,0.011161869613160205
7,24,6589,1237,425,31,0,1,1,0,0.032073052835728665,0,5.3222940226171245,0.06449165402124431
13,16,16577,1977,310,63,0,1,0,0,0.025400053097081675,0,8.380687563195147,0.01869948124019785
26,4,74,7277,5,25,0,1,0,0,0.009592958010406652,1,0.010167628469359714,0.06666666666666667
28,3,29,4564,18,21,0,0,0,0,0.00837451858483785,1,0.006352683461117196,0.6
17,0,178,950,10,15,0,1,0,0,0.0031639167508895017,1,0.1871713985278654,0.055865921787709494
17,7,28296,741,357,33,0,1,0,0,0.06053856630610165,0,38.13477088948787,0.012616178393469272
13,7,23433,670,467,60,1,1,0,0,0.098397313725162,0,34.92250372578241,0.019928309294187933
16,1,261,744,13,10,1,0,0,0,0.004324745978683473,1,0.3503355704697987,0.04961832061068702
21,1,256,2343,8,0,0,0,0,0,0.019878611994098176,1,0.10921501706484642,0.0311284046692607
11,32,10730,790,299,130,0,1,1,0,0.11681724153180281,0,13.565107458912768,0.027863200074550367
